nb_pieces,lien,titre,surface,nb_chambres,annee_constr,nb_features_int,features_int,features_ext,terrain,prix,type,villes,piscine,place_parking,cuisine_amenagee,ascenseur,sous_sol,balcons,terrasses,caves,garages
6,https://www.laforet.com/agence-immobiliere/bourgsaintmaurice/acheter/peisey-nancroix/maison-6-pieces-21457686,Maison T6 pres de Peisey-Nancroix,240,4,0,6,"Cuisine Amenagee/equipee, 1 balcon(s), 1 cave(s)",1 place(s) ext.,1,649000,Maison,Peisey-Nancroix,0,1,1,0,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/paris-15/appartement-3-pieces-21457684,Appartement T3 Paris 15,60,1,0,4,"Avec ascenseur, 1 cave(s)",,0,671000,Appartement,Paris 15,0,0,0,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/paris-14/appartement-3-pieces-21457678,Appartement T3 Paris 14,58,1,0,6,"Cuisine Independante, Avec ascenseur, 1 cave(s)",,0,545425,Appartement,Paris 14,0,0,0,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/quimper/acheter/quimper/maison-3-pieces-21457675,Maison T3 Quimper,90,2,1930,2,Cuisine Amenagee,,1,229899,Maison,Quimper,0,0,1,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/paris-15/appartement-1-piece-21457673,Appartement T1 Paris 15,10,1,0,2,Cuisine Kitchenet,,0,99500,Appartement,Paris 15,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/pontdecheruy/acheter/jonage/maison-6-pieces-21457647,Maison T6 pres de Jonage,156,4,2020,8,"Cuisine Amenagee/equipee, 1 balcon(s), 3 terrasse(s), 1 garage(s)","4 place(s) int., Avec piscine",1,670000,Maison,Jonage,1,4,1,0,0,1,3,0,1
5,https://www.laforet.com/agence-immobiliere/perpignan-nord/acheter/perpignan/maison-5-pieces-21457628,Maison T5 Perpignan,106,4,0,2,Cuisine Amenagee/equipee,,1,170000,Maison,Perpignan,0,0,1,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/seynod/acheter/annecy/appartement-3-pieces-21457303,Appartement T3 Annecy,64,2,1972,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,228700,Appartement,Annecy,0,0,0,1,0,1,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-2-pieces-21457292,Appartement T2 Paris 15,52,1,0,8,"Cuisine Independante, Avec ascenseur, 1 cave(s), Avec sous-sol",,0,542000,Appartement,Paris 15,0,0,0,1,1,0,0,1,0
6,https://www.laforet.com/agence-immobiliere/valbonne/acheter/saint-paul-de-vence/maison-6-pieces-21457286,Maison T6 pres de Saint-Paul-de-Vence,200,5,2005,4,"Cuisine Independante, 3 terrasse(s)",Avec piscine,1,1590000,Maison,Saint-Paul-de-Vence,1,0,0,0,0,0,3,0,0
3,https://www.laforet.com/agence-immobiliere/creteil/acheter/creteil/appartement-3-pieces-21457276,Appartement T3 Creteil,70,2,1970,6,"Cuisine Amenagee/equipee, 2 balcon(s), 1 cave(s)",,0,300000,Appartement,Creteil,0,0,1,0,0,2,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris11voltaire/acheter/paris-11/appartement-2-pieces-21457268,Appartement T2 Paris 11,33,1,0,4,"Cuisine Independante, 1 cave(s)",,0,335000,Appartement,Paris 11,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/brunoy/acheter/brunoy/appartement-3-pieces-21457229,Appartement T3 Brunoy,59,2,1956,6,"Cuisine Amenagee, 1 cave(s), 1 garage(s)",,0,159000,Appartement,Brunoy,0,0,1,0,0,0,0,1,1
3,https://www.laforet.com/agence-immobiliere/levallois/acheter/levallois-perret/appartement-3-pieces-21457211,Appartement T3 Levallois-Perret,57,2,0,2,1 cave(s),,0,563000,Appartement,Levallois-Perret,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/rochefort/acheter/soubise/maison-5-pieces-21457198,Maison T5 Soubise,125,4,2004,4,"1 terrasse(s), 1 garage(s)","3 place(s) int., Avec piscine",1,418000,Maison,Soubise,1,3,0,0,0,0,1,0,1
6,https://www.laforet.com/agence-immobiliere/thouars/acheter/saint-leger-de-montbrun/maison-6-pieces-21457197,Maison T6 Saint-Leger-de-Montbrun,101,5,2012,0,,,1,164740,Maison,Saint-Leger-de-Montbrun,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/antibes/acheter/antibes/appartement-3-pieces-21457166,Appartement T3 pres de Antibes,75,2,1972,6,"Cuisine Americaine, 1 terrasse(s), 1 cave(s)",Avec piscine,0,359000,Appartement,Antibes,1,0,0,0,0,0,1,1,0
3,https://www.laforet.com/agence-immobiliere/louhans/acheter/louhans/maison-3-pieces-21457157,Maison T3 pres de Louhans,80,2,0,2,Cuisine Equipee,,1,173000,Maison,Louhans,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/nice-centre/acheter/nice/appartement-1-piece-21457143,Appartement T1 Nice,29,1,1980,4,"Cuisine Amenagee/equipee, Avec ascenseur",,0,221000,Appartement,Nice,0,0,1,1,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/nice-centre/acheter/nice/appartement-1-piece-21457138,Appartement T1 Nice,25,1,1971,10,"Cuisine Amenagee, Avec ascenseur, 1 balcon(s), 1 cave(s), Meuble",,0,158000,Appartement,Nice,0,0,1,1,0,1,0,1,0
1,https://www.laforet.com/agence-immobiliere/rueil-malmaison/acheter/boulogne-billancourt/appartement-1-piece-21457080,Appartement T1 Boulogne-Billancourt,14,1,0,2,Cuisine Amenagee/equipee,,0,190000,Appartement,Boulogne-Billancourt,0,0,1,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris11parmentier/acheter/paris-11/appartement-3-pieces-21457063,Appartement T3 Paris 11,53,2,0,4,"Cuisine Ouverte, 1 cave(s)",,0,570000,Appartement,Paris 11,0,0,0,0,0,0,0,1,0
10,https://www.laforet.com/agence-immobiliere/nevers/acheter/pougues-les-eaux/maison-10-pieces-21457045,Maison T10 pres de Pougues-les-Eaux,297,6,0,4,"Cuisine Independante, 1 cave(s)",,1,199000,Maison,Pougues-les-Eaux,0,0,0,0,0,0,0,1,0
6,https://www.laforet.com/agence-immobiliere/beaumont-sur-oise/acheter/le-mesnil-en-thelle/maison-6-pieces-21457012,Maison T6 Le Mesnil-en-Thelle,125,4,1990,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 garage(s)",,1,344000,Maison,Le Mesnil-en-Thelle,0,0,1,0,0,0,1,0,1
3,https://www.laforet.com/agence-immobiliere/thuir/acheter/ille-sur-tet/maison-3-pieces-21456950,Maison T3 pres de Ille-sur-Taªt,70,2,1995,6,"Cuisine Amenagee, 1 terrasse(s), 1 garage(s)",,1,210000,Maison,Ille-sur-Taªt,0,0,1,0,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/rillieux-la-pape/acheter/rillieux-la-pape/maison-5-pieces-21456926,Maison T5 Rillieux-la-Pape,107,3,1985,2,1 garage(s),,1,435000,Maison,Rillieux-la-Pape,0,0,0,0,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/caluire/acheter/rillieux-la-pape/appartement-3-pieces-21456909,Appartement T3 Rillieux-la-Pape,68,2,1969,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,183500,Appartement,Rillieux-la-Pape,0,0,0,1,0,1,0,1,0
1,https://www.laforet.com/agence-immobiliere/colombes/acheter/colombes/appartement-1-piece-21456898,Appartement T1 Colombes,20,1,1930,2,1 cave(s),,0,160000,Appartement,Colombes,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/montpellierportmarianne/acheter/montpellier/appartement-2-pieces-21456883,Appartement T2 Montpellier,55,1,0,6,"Cuisine Amenagee/equipee, 1 cave(s), 1 garage(s)",,0,180000,Appartement,Montpellier,0,0,1,0,0,0,0,1,1
3,https://www.laforet.com/agence-immobiliere/lingolsheim/acheter/duppigheim/maison-3-pieces-21456871,Maison T3 Duppigheim,78,2,1830,2,2 terrasse(s),,1,299900,Maison,Duppigheim,0,0,0,0,0,0,2,0,0
5,https://www.laforet.com/agence-immobiliere/blanquefort/acheter/ludon-medoc/maison-5-pieces-21456856,Maison T5 pres de Ludon-Medoc,230,3,0,0,,,1,242650,Maison,Ludon-Medoc,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/maisonsalfort/acheter/maisons-alfort/appartement-3-pieces-21456852,Appartement T3 Maisons-Alfort,51,2,1959,6,"Cuisine Independante, Avec ascenseur, 1 cave(s)",,0,265000,Appartement,Maisons-Alfort,0,0,0,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/chauny/acheter/chauny/appartement-3-pieces-21456839,Appartement T3 pres de Chauny,77,2,0,6,"Cuisine Amenagee/equipee, 2 balcon(s), 1 cave(s)",,0,59900,Appartement,Chauny,0,0,1,0,0,2,0,1,0
8,https://www.laforet.com/agence-immobiliere/etampes/acheter/etampes/maison-8-pieces-21456826,Maison T8 pres de atampes,144,5,1950,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), Avec sous-sol",,1,344500,Maison,atampes,0,0,0,0,1,0,1,1,0
2,https://www.laforet.com/agence-immobiliere/bretigny/acheter/bretigny-sur-orge/appartement-2-pieces-21456805,Appartement T2 Bretigny-sur-Orge,40,1,1970,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 2 cave(s)",1 place(s) ext.,0,149000,Appartement,Bretigny-sur-Orge,0,1,0,1,0,1,0,2,0
1,https://www.laforet.com/agence-immobiliere/thuir/acheter/millas/maison-1-piece-21456775,Maison T1 pres de Millas,79,1,0,0,,,1,59000,Maison,Millas,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris19laumiere/acheter/paris-19/appartement-2-pieces-21456711,Appartement T2 Paris 19,42,1,0,2,1 cave(s),,0,360000,Appartement,Paris 19,0,0,0,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/saint-just-saint-rambert/acheter/veauche/appartement-4-pieces-21456673,Appartement T4 Veauche,102,3,2019,4,"Avec ascenseur, 1 terrasse(s)",,1,325000,Appartement,Veauche,0,0,0,1,0,0,1,0,0
2,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-20/appartement-2-pieces-21456667,Appartement T2 Paris 20,34,1,0,0,,,0,303000,Appartement,Paris 20,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris12garedelyon/acheter/paris-12/appartement-2-pieces-21456312,Appartement T2 Paris 12,21,1,1850,4,"Cuisine Independante, 1 cave(s)",,0,190000,Appartement,Paris 12,0,0,0,0,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/noisylesec/acheter/paris-17/appartement-1-piece-21456077,Appartement T1 Paris 17,22,1,1880,2,1 cave(s),,0,225800,Appartement,Paris 17,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/montauban/acheter/toulouse/appartement-2-pieces-21455999,Appartement T2 Toulouse,28,1,0,2,Cuisine Amenagee/equipee,,0,129500,Appartement,Toulouse,0,0,1,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/saintorens/acheter/saint-orens-de-gameville/maison-6-pieces-21455946,Maison T6 Saint-Orens-de-Gameville,160,5,1992,8,"Cuisine Amenagee/equipee, 2 terrasse(s), Avec sous-sol, 2 garage(s)",,1,558000,Maison,Saint-Orens-de-Gameville,0,0,1,0,1,0,2,0,2
1,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-1-piece-21455881,Appartement T1 Paris 15,14,1,0,4,"Cuisine Kitchenet, 1 cave(s)",,0,199000,Appartement,Paris 15,0,0,0,0,0,0,0,1,0
7,https://www.laforet.com/agence-immobiliere/plerin/acheter/tregueux/maison-7-pieces-21455841,Maison T7 Tregueux,140,4,1976,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), Avec sous-sol",,1,381400,Maison,Tregueux,0,0,0,0,1,0,1,1,0
2,https://www.laforet.com/agence-immobiliere/paris9mogador/acheter/paris-09/appartement-2-pieces-21455809,Appartement T2 Paris 09,40,1,0,0,,,0,525000,Appartement,Paris 09,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/prades/acheter/vernet-les-bains/appartement-1-piece-21455772,Appartement T1 Vernet-les-Bains,26,1,0,6,"Cuisine Amenagee, 1 terrasse(s), 1 cave(s)",,0,40000,Appartement,Vernet-les-Bains,0,0,1,0,0,0,1,1,0
2,https://www.laforet.com/agence-immobiliere/saint-ouen/acheter/saint-ouen/appartement-2-pieces-21455767,Appartement T2 pres de Saint-Ouen,38,1,0,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s)",,0,320000,Appartement,Saint-Ouen,0,0,1,1,0,1,0,0,0
4,https://www.laforet.com/agence-immobiliere/annecy-parmelan/acheter/annecy/appartement-4-pieces-21455746,Appartement T4 Annecy,74,3,1970,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,297800,Appartement,Annecy,0,0,0,1,0,1,0,1,0
2,https://www.laforet.com/agence-immobiliere/pontaultcombault/acheter/pontault-combault/appartement-2-pieces-21455715,Appartement T2 Pontault-Combault,34,1,2009,8,"Cuisine Amenagee, Avec ascenseur, 1 terrasse(s), Avec sous-sol",,0,173000,Appartement,Pontault-Combault,0,0,1,1,1,0,1,0,0
3,https://www.laforet.com/agence-immobiliere/paris13-jeannedarc/acheter/paris-13/appartement-3-pieces-21455713,Appartement T3 Paris 13,82,2,1930,4,"Avec ascenseur, 2 cave(s)",,0,859000,Appartement,Paris 13,0,0,0,1,0,0,0,2,0
4,https://www.laforet.com/agence-immobiliere/brioude/acheter/lavaudieu/maison-21455704,Maison Lavaudieu,90,2,0,2,1 cave(s),,0,111000,Maison,Lavaudieu,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/aulnaysousbois/acheter/aulnay-sous-bois/maison-5-pieces-21455648,Maison T5 Aulnay-sous-Bois,96,3,1972,4,"Cuisine Independante, 1 garage(s)",,1,259500,Maison,Aulnay-sous-Bois,0,0,0,0,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/caluire/acheter/caluire-et-cuire/appartement-3-pieces-21455643,Appartement T3 Caluire-et-Cuire,60,2,2008,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,219000,Appartement,Caluire-et-Cuire,0,0,0,1,0,1,0,1,0
5,https://www.laforet.com/agence-immobiliere/douai/acheter/monchecourt/maison-5-pieces-21455598,Maison T5 Monchecourt,156,3,1822,4,"Cuisine Independante, 1 cave(s)",,1,214000,Maison,Monchecourt,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/levallois/acheter/levallois-perret/appartement-2-pieces-21455564,Appartement T2 Levallois-Perret,38,1,0,4,"Cuisine Americaine, 1 cave(s)",,0,315000,Appartement,Levallois-Perret,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris9mogador/acheter/paris-09/appartement-2-pieces-21455550,Appartement T2 Paris 09,50,1,1880,6,"Cuisine Independante, Avec ascenseur, 1 cave(s)",,0,630000,Appartement,Paris 09,0,0,0,1,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/taverny/acheter/taverny/maison-4-pieces-21455540,Maison T4 Taverny,86,3,1977,4,"Cuisine Amenagee/equipee, 1 terrasse(s)",,1,299000,Maison,Taverny,0,0,1,0,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/chemille-en-anjou/acheter/beaupreau-en-mauges/maison-4-pieces-21455539,Maison T4 pres de Beaupreau-en-Mauges,75,3,1965,4,"Cuisine Amenagee/equipee, Avec sous-sol",,1,168700,Maison,Beaupreau-en-Mauges,0,0,1,0,1,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/chazelles-sur-lyon/acheter/chazelles-sur-lyon/maison-5-pieces-21455519,Maison T5 pres de Chazelles-sur-Lyon,137,3,0,2,Cuisine Equipee,,1,245000,Maison,Chazelles-sur-Lyon,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/bonneuil-sur-marne/acheter/bonneuil-sur-marne/appartement-6-pieces-21455271,Appartement T6 pres de Bonneuil-sur-Marne,119,4,1995,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 2 garage(s)",,0,364000,Appartement,Bonneuil-sur-Marne,0,0,0,1,0,1,0,0,2
2,https://www.laforet.com/agence-immobiliere/bonneuil-sur-marne/acheter/bonneuil-sur-marne/appartement-2-pieces-21455270,Appartement T2 pres de Bonneuil-sur-Marne,46,1,2022,6,"Cuisine Nue, Avec ascenseur, 1 balcon(s)",,0,219500,Appartement,Bonneuil-sur-Marne,0,0,0,1,0,1,0,0,0
4,https://www.laforet.com/agence-immobiliere/bonneuil-sur-marne/acheter/bonneuil-sur-marne/appartement-4-pieces-21455269,Appartement T4 pres de Bonneuil-sur-Marne,71,3,1967,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s)",,0,199000,Appartement,Bonneuil-sur-Marne,0,0,1,1,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/larochesuryon/acheter/aubigny-les-clouzeaux/maison-4-pieces-21455256,Maison T4 Aubigny-Les Clouzeaux,102,3,2016,4,"Cuisine Amenagee/equipee, 2 terrasse(s)",,1,342898,Maison,Aubigny-Les Clouzeaux,0,0,1,0,0,0,2,0,0
2,https://www.laforet.com/agence-immobiliere/vernon/acheter/vernon/appartement-2-pieces-21455239,Appartement T2 Vernon,44,1,1992,0,,,0,165000,Appartement,Vernon,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/chazelles-sur-lyon/acheter/chazelles-sur-lyon/maison-4-pieces-21455149,Maison T4 pres de Chazelles-sur-Lyon,90,3,0,0,,,1,239000,Maison,Chazelles-sur-Lyon,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/dax-stade/acheter/saugnac-et-cambran/maison-4-pieces-21455097,Maison T4 Saugnac-et-Cambran,96,3,2022,2,1 garage(s),,1,287000,Maison,Saugnac-et-Cambran,0,0,0,0,0,0,0,0,1
6,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/elbeuf/maison-6-pieces-21455093,Maison T6 Elbeuf,157,5,1994,4,"Cuisine Amenagee, 1 cave(s)",,1,170000,Maison,Elbeuf,0,0,1,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/saint-ouen/acheter/saint-ouen/appartement-2-pieces-21455066,Appartement T2 pres de Saint-Ouen,29,1,0,4,"Cuisine Amenagee, 1 cave(s)",,0,218000,Appartement,Saint-Ouen,0,0,1,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/dombasle-sur-meurthe/acheter/crevic/maison-5-pieces-21455058,Maison T5 Crevic,142,4,0,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), 1 garage(s)",,1,150000,Maison,Crevic,0,0,0,0,0,0,1,1,1
4,https://www.laforet.com/agence-immobiliere/taverny/acheter/taverny/maison-4-pieces-21455057,Maison T4 Taverny,76,3,1930,6,"Cuisine Nue, 1 terrasse(s), 1 cave(s)",,1,279000,Maison,Taverny,0,0,0,0,0,0,1,1,0
3,https://www.laforet.com/agence-immobiliere/villejuif/acheter/villejuif/appartement-3-pieces-21455056,Appartement T3 Villejuif,53,2,1925,0,,,0,325000,Appartement,Villejuif,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/bailleul/acheter/bailleul/maison-6-pieces-21455049,Maison T6 pres de Bailleul,158,4,2008,6,"Cuisine Equipee, 1 terrasse(s), 1 garage(s)",,1,381150,Maison,Bailleul,0,0,0,0,0,0,1,0,1
3,https://www.laforet.com/agence-immobiliere/orange/acheter/jonquieres/appartement-3-pieces-21455048,Appartement T3 Jonquieres,50,2,1950,4,"1 terrasse(s), 1 garage(s)",,1,139000,Appartement,Jonquieres,0,0,0,0,0,0,1,0,1
7,https://www.laforet.com/agence-immobiliere/saint-just-saint-rambert/acheter/veauche/maison-7-pieces-21455046,Maison T7 Veauche,151,4,2013,2,2 terrasse(s),Avec piscine,1,549000,Maison,Veauche,1,0,0,0,0,0,2,0,0
2,https://www.laforet.com/agence-immobiliere/epinal/acheter/epinal/appartement-2-pieces-21455033,Appartement T2 apinal,41,1,0,0,,,1,59900,Appartement,apinal,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/miramas/acheter/istres/maison-4-pieces-21455023,Maison T4 Istres,97,3,0,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 garage(s)",,1,294000,Maison,Istres,0,0,1,0,0,0,1,0,1
2,https://www.laforet.com/agence-immobiliere/marseille9/acheter/marseille-09/appartement-2-pieces-21455019,Appartement T2 Marseille 09,49,1,0,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,150000,Appartement,Marseille 09,0,0,0,1,0,1,0,1,0
4,https://www.laforet.com/agence-immobiliere/plaisir/acheter/plaisir/appartement-4-pieces-21455013,Appartement T4 Plaisir,80,3,1970,6,"Cuisine Independante, 1 balcon(s), 1 cave(s)",,0,192000,Appartement,Plaisir,0,0,0,0,0,1,0,1,0
2,https://www.laforet.com/agence-immobiliere/caen/acheter/caen/appartement-2-pieces-21454919,Appartement T2 Caen,43,1,2006,2,Avec ascenseur,,0,144450,Appartement,Caen,0,0,0,1,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/paris16auteuil/acheter/paris-16/appartement-4-pieces-21454912,Appartement T4 Paris 16,80,2,1952,8,"Cuisine Independante, Avec ascenseur, 2 balcon(s), 1 cave(s)",,0,950000,Appartement,Paris 16,0,0,0,1,0,2,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris11parmentier/acheter/paris-11/appartement-1-piece-21454888,Appartement T1 Paris 11,24,1,1890,2,Cuisine Americaine,,0,275600,Appartement,Paris 11,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris11parmentier/acheter/paris-11/appartement-2-pieces-21454884,Appartement T2 Paris 11,23,1,0,4,"Cuisine Kitchenet, 1 cave(s)",,0,250000,Appartement,Paris 11,0,0,0,0,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris11parmentier/acheter/paris-10/appartement-1-piece-21454875,Appartement T1 Paris 10,18,1,0,4,"Cuisine Americaine, 1 cave(s)",,0,212000,Appartement,Paris 10,0,0,0,0,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris11parmentier/acheter/paris-11/appartement-1-piece-21454867,Appartement T1 Paris 11,12,1,1880,2,Cuisine Kitchenet,,0,137800,Appartement,Paris 11,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/douai/acheter/somain/maison-1-piece-21454856,Maison T1 Somain,60,1,0,0,,,1,49900,Maison,Somain,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-11/appartement-2-pieces-21454844,Appartement T2 Paris 11,26,1,1880,6,"Cuisine Independante, 1 terrasse(s), 1 cave(s)",,0,259900,Appartement,Paris 11,0,0,0,0,0,0,1,1,0
2,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-20/appartement-2-pieces-21454838,Appartement T2 Paris 20,26,1,1880,6,"Cuisine Independante, 1 terrasse(s), 1 cave(s)",,0,259900,Appartement,Paris 20,0,0,0,0,0,0,1,1,0
1,https://www.laforet.com/agence-immobiliere/douai/acheter/somain/maison-1-piece-21454829,Maison T1 pres de Somain,150,1,0,0,,,1,74900,Maison,Somain,0,0,0,0,0,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/eysines/acheter/eysines/maison-7-pieces-21454808,Maison T7 Eysines,150,5,1972,10,"Cuisine Amenagee/equipee, 3 balcon(s), 1 terrasse(s), Avec sous-sol, 2 garage(s)",,1,527725,Maison,Eysines,0,0,1,0,1,3,1,0,2
7,https://www.laforet.com/agence-immobiliere/st-paul-les-dax/acheter/dax/maison-7-pieces-21454792,Maison T7 Dax,165,4,1974,4,"Cuisine Independante, 1 balcon(s)",,1,297900,Maison,Dax,0,0,0,0,0,1,0,0,0
5,https://www.laforet.com/agence-immobiliere/beaumont-de-lomagne/acheter/castelsarrasin/maison-5-pieces-21454739,Maison T5 pres de Castelsarrasin,86,3,2019,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 garage(s)",,1,220000,Maison,Castelsarrasin,0,0,1,0,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/lecannet/acheter/fayence/maison-5-pieces-21454721,Maison T5 pres de Fayence,123,4,2013,4,"1 terrasse(s), 1 garage(s)",Avec piscine,1,540000,Maison,Fayence,1,0,0,0,0,0,1,0,1
3,https://www.laforet.com/agence-immobiliere/paris13-tolbiac/acheter/paris-13/appartement-3-pieces-21454670,Appartement T3 pres de Paris 13,56,2,1901,2,1 balcon(s),,0,600000,Appartement,Paris 13,0,0,0,0,0,1,0,0,0
